id,mobile_plan,accept
10436.0,SOCIALMEDIA,0.0
4131.0,SOCIALMEDIAGOLD,0.0
2686.0,DATACALL,0.0
16419.0,SOCIALMEDIA,0.0
15877.0,DATASILVER,0.0
15137.0,SOCIALMEDIA,0.0
9218.0,DATACALL,0.0
13563.0,DATASILVER,0.0
5099.0,SOCIALMEDIA,0.0
11529.0,SOCIALMEDIA,0.0
15060.0,SOCIALMEDIA,0.0
3985.0,SOCIALMEDIA,0.0
19742.0,SOCIALMEDIA,0.0
11546.0,DATASILVER,0.0
15471.0,SOCIALMEDIA,0.0
18721.0,SOCIALMEDIA,0.0
1769.0,SOCIALMEDIA,0.0
15982.0,DATACALL,0.0
16563.0,DATACALL,0.0
7784.0,SOCIALMEDIA,0.0
11648.0,DATAGOLD,0.0
1562.0,SOCIALMEDIA,0.0
11914.0,SOCIALMEDIA,0.0
8720.0,SOCIALMEDIA,0.0
9847.0,DATASILVER,0.0
13424.0,SOCIALMEDIA,0.0
4149.0,SOCIALMEDIA,0.0
12509.0,SOCIALMEDIA,0.0
5009.0,SOCIALMEDIA,0.0
10432.0,DATAGOLD,0.0
13216.0,SOCIALMEDIA,0.0
5454.0,SOCIALMEDIA,0.0
5828.0,SOCIALMEDIA,0.0
10697.0,DATASILVER,0.0
5341.0,SOCIALMEDIA,0.0
10594.0,SOCIALMEDIA,0.0
17599.0,DATAGOLD,0.0
5731.0,SOCIALMEDIA,0.0
7098.0,SOCIALMEDIA,0.0
9840.0,SOCIALMEDIA,0.0
17248.0,SOCIALMEDIA,0.0
4083.0,SOCIALMEDIA,0.0
18156.0,SOCIALMEDIA,0.0
10668.0,SOCIALMEDIA,0.0
4204.0,DATASILVER,0.0
10306.0,DATASILVER,0.0
11187.0,DATASILVER,0.0
16813.0,DATAGOLD,0.0
13610.0,DATASILVER,0.0
13201.0,DATAGOLD,0.0
5534.0,SOCIALMEDIA,0.0
19557.0,DATASILVER,0.0
18958.0,SOCIALMEDIA,0.0
14544.0,SOCIALMEDIAGOLD,0.0
3393.0,DATACALL,0.0
19355.0,SOCIALMEDIA,0.0
1438.0,SOCIALMEDIA,0.0
5801.0,SOCIALMEDIAGOLD,0.0
3376.0,SOCIALMEDIAGOLD,0.0
9229.0,SOCIALMEDIA,0.0
13696.0,SOCIALMEDIA,0.0
12082.0,DATASILVER,0.0
9258.0,SOCIALMEDIA,0.0
4778.0,DATASILVER,0.0
16300.0,DATAGOLD,0.0
1303.0,SOCIALMEDIA,0.0
14080.0,SOCIALMEDIA,0.0
16754.0,SOCIALMEDIAGOLD,0.0
18613.0,DATASILVER,0.0
1862.0,SOCIALMEDIA,0.0
2119.0,DATASILVER,0.0
1115.0,DATACALL,0.0
18282.0,SOCIALMEDIA,0.0
13995.0,SOCIALMEDIA,0.0
6617.0,DATAGOLD,0.0
10931.0,SOCIALMEDIA,0.0
18222.0,DATAGOLD,0.0
9957.0,DATACALL,0.0
10480.0,SOCIALMEDIA,0.0
7724.0,DATASILVER,0.0
18212.0,DATAGOLD,0.0
1956.0,SOCIALMEDIA,0.0
16289.0,SOCIALMEDIA,0.0
1430.0,SOCIALMEDIA,0.0
7728.0,SOCIALMEDIA,0.0
14189.0,SOCIALMEDIA,0.0
11176.0,SOCIALMEDIA,0.0
2820.0,SOCIALMEDIA,0.0
5855.0,SOCIALMEDIA,0.0
16311.0,SOCIALMEDIA,0.0
12131.0,SOCIALMEDIA,0.0
16423.0,SOCIALMEDIA,0.0
5317.0,SOCIALMEDIA,0.0
12040.0,DATACALL,0.0
8897.0,SOCIALMEDIA,0.0
13388.0,SOCIALMEDIA,0.0
14728.0,SOCIALMEDIA,0.0
12587.0,SOCIALMEDIA,0.0
14100.0,SOCIALMEDIA,0.0
8409.0,DATACALL,0.0
6597.0,SOCIALMEDIA,0.0
19282.0,SOCIALMEDIA,0.0
6382.0,SOCIALMEDIA,0.0
16765.0,SOCIALMEDIA,0.0
16724.0,SOCIALMEDIA,0.0
18041.0,SOCIALMEDIA,0.0
10081.0,DATACALL,0.0
15845.0,SOCIALMEDIA,0.0
17639.0,DATAGOLD,0.0
17935.0,SOCIALMEDIA,0.0
11478.0,DATACALL,0.0
2566.0,SOCIALMEDIA,0.0
13140.0,SOCIALMEDIA,0.0
7052.0,SOCIALMEDIA,0.0
7864.0,DATASILVER,0.0
14680.0,SOCIALMEDIA,0.0
11600.0,DATASILVER,0.0
13326.0,SOCIALMEDIA,0.0
2942.0,DATAGOLD,0.0
3725.0,SOCIALMEDIA,0.0
12880.0,SOCIALMEDIA,0.0
18097.0,SOCIALMEDIAGOLD,0.0
9111.0,SOCIALMEDIA,0.0
4302.0,DATASILVER,0.0
15214.0,SOCIALMEDIAGOLD,0.0
13553.0,DATAGOLD,0.0
2262.0,SOCIALMEDIAGOLD,0.0
13002.0,SOCIALMEDIAGOLD,0.0
19383.0,SOCIALMEDIAGOLD,0.0
7909.0,SOCIALMEDIA,0.0
11247.0,DATACALL,0.0
11702.0,SOCIALMEDIA,0.0
11789.0,SOCIALMEDIA,0.0
3861.0,DATAGOLD,0.0
15506.0,SOCIALMEDIA,0.0
15910.0,SOCIALMEDIA,0.0
4420.0,DATASILVER,0.0
7046.0,SOCIALMEDIA,0.0
13423.0,DATASILVER,0.0
16475.0,SOCIALMEDIA,0.0
14789.0,SOCIALMEDIA,0.0
7163.0,SOCIALMEDIA,0.0
17612.0,DATACALL,0.0
4367.0,DATAGOLD,0.0
8083.0,DATACALL,0.0
15635.0,SOCIALMEDIA,0.0
6457.0,DATASILVER,0.0
1199.0,SOCIALMEDIAGOLD,0.0
18357.0,DATACALL,0.0
10347.0,SOCIALMEDIA,0.0
10602.0,DATASILVER,0.0
15315.0,SOCIALMEDIA,0.0
2112.0,DATAGOLD,0.0
11836.0,SOCIALMEDIA,0.0
16898.0,SOCIALMEDIA,0.0
5735.0,SOCIALMEDIA,0.0
3710.0,DATACALL,0.0
15856.0,SOCIALMEDIA,0.0
1208.0,SOCIALMEDIA,0.0
6781.0,DATAGOLD,0.0
13247.0,SOCIALMEDIAGOLD,0.0
2281.0,DATACALL,0.0
1564.0,DATAGOLD,0.0
6670.0,SOCIALMEDIA,0.0
17854.0,DATACALL,0.0
16390.0,DATAGOLD,0.0
5092.0,SOCIALMEDIAGOLD,0.0
13784.0,SOCIALMEDIAGOLD,0.0
10591.0,SOCIALMEDIAGOLD,0.0
5557.0,SOCIALMEDIA,0.0
1540.0,DATACALL,0.0
4385.0,DATACALL,0.0
19914.0,SOCIALMEDIA,0.0
16142.0,SOCIALMEDIA,0.0
13037.0,SOCIALMEDIAGOLD,0.0
11070.0,SOCIALMEDIAGOLD,0.0
1246.0,SOCIALMEDIA,0.0
15152.0,DATACALL,0.0
10576.0,DATASILVER,0.0
13594.0,DATACALL,0.0
17941.0,DATASILVER,0.0
7327.0,SOCIALMEDIA,0.0
3640.0,SOCIALMEDIA,0.0
10886.0,DATASILVER,0.0
13285.0,SOCIALMEDIA,0.0
13796.0,DATASILVER,0.0
13135.0,SOCIALMEDIA,0.0
16897.0,SOCIALMEDIA,0.0
2972.0,SOCIALMEDIA,0.0
3012.0,DATACALL,0.0
9300.0,SOCIALMEDIA,0.0
10499.0,SOCIALMEDIA,0.0
17889.0,DATASILVER,0.0
2647.0,SOCIALMEDIA,0.0
10866.0,SOCIALMEDIAGOLD,0.0
1780.0,DATACALL,0.0
8900.0,DATAGOLD,0.0
17727.0,DATACALL,0.0
8100.0,SOCIALMEDIA,0.0
8178.0,SOCIALMEDIA,0.0
19927.0,DATASILVER,0.0
4807.0,DATACALL,0.0
6247.0,SOCIALMEDIA,0.0
19004.0,SOCIALMEDIA,0.0
1952.0,SOCIALMEDIA,0.0
16989.0,SOCIALMEDIA,0.0
4063.0,SOCIALMEDIA,0.0
2708.0,DATACALL,0.0
16005.0,SOCIALMEDIA,0.0
13997.0,SOCIALMEDIA,0.0
6885.0,SOCIALMEDIA,0.0
12374.0,SOCIALMEDIA,0.0
18466.0,SOCIALMEDIA,0.0
8307.0,SOCIALMEDIA,0.0
11114.0,DATACALL,0.0
3694.0,SOCIALMEDIA,0.0
17301.0,SOCIALMEDIA,0.0
15424.0,DATAGOLD,0.0
17363.0,SOCIALMEDIAGOLD,0.0
17920.0,DATACALL,0.0
11038.0,SOCIALMEDIA,0.0
6970.0,DATAGOLD,0.0
15309.0,SOCIALMEDIAGOLD,0.0
15722.0,DATASILVER,0.0
6406.0,SOCIALMEDIA,0.0
19948.0,DATASILVER,0.0
10507.0,SOCIALMEDIAGOLD,0.0
16183.0,SOCIALMEDIAGOLD,0.0
5348.0,SOCIALMEDIAGOLD,0.0
5595.0,SOCIALMEDIA,0.0
16343.0,SOCIALMEDIA,0.0
17067.0,DATACALL,0.0
7031.0,SOCIALMEDIA,0.0
4706.0,DATASILVER,0.0
6937.0,SOCIALMEDIA,0.0
9902.0,DATACALL,0.0
19868.0,SOCIALMEDIA,0.0
4891.0,DATACALL,0.0
16266.0,DATASILVER,0.0
12810.0,SOCIALMEDIA,0.0
12139.0,SOCIALMEDIA,0.0
2547.0,SOCIALMEDIA,0.0
19201.0,SOCIALMEDIA,0.0
17263.0,SOCIALMEDIA,0.0
12541.0,DATASILVER,0.0
7034.0,SOCIALMEDIA,0.0
14358.0,SOCIALMEDIA,0.0
3547.0,SOCIALMEDIA,0.0
15423.0,DATACALL,0.0
19959.0,DATASILVER,0.0
17366.0,SOCIALMEDIA,0.0
18615.0,SOCIALMEDIA,0.0
3354.0,SOCIALMEDIA,0.0
15777.0,SOCIALMEDIA,0.0
12600.0,SOCIALMEDIA,0.0
18528.0,DATASILVER,0.0
5729.0,DATAGOLD,0.0
4179.0,SOCIALMEDIA,0.0
16917.0,SOCIALMEDIA,0.0
13881.0,SOCIALMEDIAGOLD,0.0
15537.0,SOCIALMEDIA,0.0
11228.0,DATASILVER,0.0
12751.0,SOCIALMEDIAGOLD,0.0
15487.0,SOCIALMEDIA,0.0
3625.0,SOCIALMEDIA,0.0
19714.0,DATAGOLD,0.0
5334.0,SOCIALMEDIA,0.0
18260.0,DATAGOLD,0.0
4519.0,SOCIALMEDIA,0.0
11549.0,DATACALL,0.0
7839.0,SOCIALMEDIA,0.0
17734.0,SOCIALMEDIA,0.0
17602.0,SOCIALMEDIA,0.0
19497.0,DATASILVER,0.0
3404.0,SOCIALMEDIA,0.0
13624.0,SOCIALMEDIA,0.0
10843.0,SOCIALMEDIA,0.0
19208.0,SOCIALMEDIA,0.0
4875.0,DATASILVER,0.0
5718.0,DATASILVER,0.0
18025.0,SOCIALMEDIA,0.0
2400.0,DATASILVER,0.0
10016.0,SOCIALMEDIA,0.0
8773.0,SOCIALMEDIA,0.0
10003.0,DATACALL,0.0
13799.0,DATAGOLD,0.0
13218.0,SOCIALMEDIA,0.0
16252.0,DATASILVER,0.0
11813.0,DATASILVER,0.0
4464.0,DATAGOLD,0.0
11395.0,DATASILVER,0.0
15186.0,SOCIALMEDIA,0.0
1187.0,DATASILVER,0.0
6904.0,SOCIALMEDIA,0.0
5716.0,SOCIALMEDIA,0.0
11901.0,DATAGOLD,0.0
8848.0,DATASILVER,0.0
6816.0,DATAGOLD,0.0
2503.0,DATASILVER,0.0
6749.0,DATASILVER,0.0
12986.0,DATAGOLD,0.0
10120.0,DATACALL,0.0
14774.0,SOCIALMEDIA,0.0
10604.0,DATASILVER,0.0
5118.0,DATACALL,0.0
17849.0,DATASILVER,0.0
8782.0,SOCIALMEDIA,0.0
4134.0,SOCIALMEDIA,0.0
9191.0,SOCIALMEDIA,0.0
7094.0,SOCIALMEDIA,0.0
11471.0,SOCIALMEDIA,0.0
4876.0,SOCIALMEDIAGOLD,0.0
18467.0,SOCIALMEDIAGOLD,0.0
1388.0,DATACALL,0.0
12032.0,DATACALL,0.0
14898.0,SOCIALMEDIA,0.0
10553.0,DATASILVER,0.0
15283.0,DATACALL,0.0
2115.0,SOCIALMEDIA,0.0
1999.0,SOCIALMEDIA,0.0
17505.0,DATACALL,0.0
8397.0,SOCIALMEDIA,0.0
7445.0,SOCIALMEDIA,0.0
13467.0,SOCIALMEDIA,0.0
1721.0,SOCIALMEDIA,0.0
1005.0,SOCIALMEDIA,0.0
18666.0,SOCIALMEDIA,0.0
14337.0,SOCIALMEDIA,0.0
15434.0,SOCIALMEDIA,0.0
19474.0,DATACALL,0.0
15172.0,SOCIALMEDIA,0.0
5911.0,SOCIALMEDIA,0.0
12210.0,SOCIALMEDIA,0.0
9077.0,SOCIALMEDIA,0.0
10272.0,DATASILVER,0.0
18964.0,SOCIALMEDIA,0.0
9474.0,DATACALL,0.0
18119.0,SOCIALMEDIA,0.0
2388.0,SOCIALMEDIA,0.0
12825.0,DATAGOLD,0.0
4422.0,SOCIALMEDIA,0.0
14034.0,SOCIALMEDIA,0.0
5904.0,DATASILVER,0.0
8138.0,DATASILVER,0.0
18889.0,SOCIALMEDIA,0.0
2160.0,DATACALL,0.0
18195.0,SOCIALMEDIA,0.0
13207.0,DATASILVER,0.0
17190.0,DATASILVER,0.0
2552.0,DATAGOLD,0.0
16628.0,SOCIALMEDIA,0.0
8040.0,SOCIALMEDIA,0.0
11225.0,DATASILVER,0.0
3959.0,SOCIALMEDIA,0.0
5159.0,DATASILVER,0.0
13671.0,DATACALL,0.0
11350.0,SOCIALMEDIA,0.0
3220.0,DATAGOLD,0.0
3801.0,SOCIALMEDIA,0.0
10300.0,SOCIALMEDIA,0.0
12493.0,SOCIALMEDIA,0.0
9321.0,SOCIALMEDIA,0.0
14378.0,SOCIALMEDIA,0.0
8056.0,SOCIALMEDIA,0.0
4613.0,SOCIALMEDIA,0.0
11178.0,SOCIALMEDIA,0.0
3265.0,DATACALL,0.0
16436.0,DATASILVER,0.0
3308.0,DATACALL,0.0
3877.0,DATASILVER,0.0
8868.0,SOCIALMEDIA,0.0
19481.0,SOCIALMEDIA,0.0
6444.0,DATASILVER,0.0
6878.0,DATACALL,0.0
8826.0,SOCIALMEDIA,0.0
1589.0,SOCIALMEDIA,0.0
1328.0,SOCIALMEDIAGOLD,0.0
18658.0,SOCIALMEDIAGOLD,0.0
11005.0,DATACALL,0.0
12622.0,SOCIALMEDIA,0.0
6181.0,SOCIALMEDIA,0.0
10822.0,SOCIALMEDIA,0.0
13178.0,DATACALL,0.0
17874.0,SOCIALMEDIA,0.0
2833.0,SOCIALMEDIA,0.0
16671.0,DATAGOLD,0.0
11513.0,SOCIALMEDIA,0.0
15747.0,DATACALL,0.0
13777.0,SOCIALMEDIA,0.0
6788.0,DATASILVER,0.0
10340.0,SOCIALMEDIA,0.0
7860.0,DATASILVER,0.0
3901.0,DATAGOLD,0.0
10903.0,SOCIALMEDIA,0.0
13317.0,SOCIALMEDIA,0.0
11902.0,SOCIALMEDIA,0.0
3543.0,DATASILVER,0.0
9937.0,DATACALL,0.0
3682.0,SOCIALMEDIA,0.0
11470.0,SOCIALMEDIA,0.0
3961.0,DATAGOLD,0.0
9667.0,SOCIALMEDIAGOLD,0.0
4020.0,SOCIALMEDIAGOLD,0.0
13581.0,SOCIALMEDIA,0.0
18014.0,DATACALL,0.0
2740.0,DATASILVER,0.0
2343.0,DATAGOLD,0.0
12572.0,SOCIALMEDIA,0.0
12264.0,SOCIALMEDIA,0.0
18731.0,DATASILVER,0.0
6894.0,SOCIALMEDIA,0.0
8973.0,DATASILVER,0.0
1700.0,SOCIALMEDIAGOLD,0.0
16169.0,SOCIALMEDIAGOLD,0.0
4330.0,DATACALL,0.0
19429.0,DATASILVER,0.0
7806.0,SOCIALMEDIA,0.0
9284.0,DATAGOLD,0.0
2784.0,SOCIALMEDIA,0.0
4595.0,SOCIALMEDIA,0.0
8830.0,DATASILVER,0.0
17383.0,SOCIALMEDIA,0.0
18495.0,DATASILVER,0.0
7247.0,SOCIALMEDIA,0.0
1012.0,SOCIALMEDIA,0.0
19254.0,DATAGOLD,0.0
10681.0,SOCIALMEDIA,0.0
4509.0,DATACALL,0.0
5213.0,SOCIALMEDIA,0.0
14328.0,DATASILVER,0.0
3106.0,DATASILVER,0.0
6189.0,DATACALL,0.0
5830.0,DATASILVER,0.0
16316.0,SOCIALMEDIA,0.0
15401.0,SOCIALMEDIA,0.0
12775.0,SOCIALMEDIA,0.0
18560.0,DATASILVER,0.0
4726.0,SOCIALMEDIA,0.0
4273.0,DATASILVER,0.0
19746.0,SOCIALMEDIA,0.0
17632.0,DATACALL,0.0
11280.0,DATASILVER,0.0
12716.0,DATASILVER,0.0
17451.0,SOCIALMEDIAGOLD,0.0
3575.0,DATACALL,0.0
18787.0,SOCIALMEDIA,0.0
11117.0,SOCIALMEDIA,0.0
19413.0,SOCIALMEDIA,0.0
2888.0,DATASILVER,0.0
11463.0,SOCIALMEDIA,0.0
15725.0,DATASILVER,0.0
10445.0,SOCIALMEDIAGOLD,0.0
12285.0,SOCIALMEDIAGOLD,0.0
16022.0,SOCIALMEDIA,0.0
6132.0,DATACALL,0.0
10147.0,SOCIALMEDIA,0.0
8675.0,DATASILVER,0.0
18009.0,SOCIALMEDIA,0.0
2144.0,DATAGOLD,0.0
9673.0,SOCIALMEDIA,0.0
4840.0,SOCIALMEDIA,0.0
6116.0,DATACALL,0.0
10536.0,SOCIALMEDIA,0.0
11584.0,SOCIALMEDIA,0.0
9638.0,DATASILVER,0.0
4087.0,SOCIALMEDIA,0.0
18346.0,DATASILVER,0.0
8144.0,SOCIALMEDIAGOLD,0.0
5386.0,SOCIALMEDIA,0.0
12353.0,SOCIALMEDIA,0.0
6309.0,SOCIALMEDIAGOLD,0.0
8833.0,SOCIALMEDIAGOLD,0.0
1588.0,SOCIALMEDIA,0.0
16256.0,DATACALL,0.0
19125.0,DATACALL,0.0
15370.0,DATASILVER,0.0
7843.0,SOCIALMEDIA,0.0
9032.0,DATASILVER,0.0
18789.0,DATACALL,0.0
1794.0,SOCIALMEDIA,0.0
2735.0,SOCIALMEDIA,0.0
14675.0,SOCIALMEDIA,0.0
7416.0,SOCIALMEDIA,0.0
17814.0,DATACALL,0.0
6395.0,SOCIALMEDIA,0.0
15880.0,SOCIALMEDIA,0.0
10641.0,SOCIALMEDIA,0.0
12224.0,DATAGOLD,0.0
8554.0,SOCIALMEDIA,0.0
8436.0,SOCIALMEDIA,0.0
6799.0,DATACALL,0.0
6363.0,SOCIALMEDIA,0.0
6161.0,SOCIALMEDIA,0.0
1233.0,SOCIALMEDIA,0.0
18160.0,SOCIALMEDIA,0.0
14484.0,SOCIALMEDIA,0.0
8858.0,SOCIALMEDIA,0.0
3674.0,DATACALL,0.0
2060.0,SOCIALMEDIA,0.0
5771.0,DATASILVER,0.0
14567.0,SOCIALMEDIA,0.0
5266.0,DATACALL,0.0
10058.0,DATASILVER,0.0
3155.0,SOCIALMEDIA,0.0
15302.0,DATACALL,0.0
5286.0,SOCIALMEDIA,0.0
6093.0,SOCIALMEDIA,0.0
18926.0,SOCIALMEDIA,0.0
11305.0,DATACALL,0.0
16975.0,SOCIALMEDIA,0.0
7835.0,SOCIALMEDIA,0.0
12367.0,SOCIALMEDIA,0.0
6674.0,SOCIALMEDIA,0.0
18246.0,SOCIALMEDIAGOLD,0.0
18832.0,SOCIALMEDIA,0.0
5993.0,DATASILVER,0.0
9507.0,DATAGOLD,0.0
3690.0,SOCIALMEDIAGOLD,0.0
11381.0,SOCIALMEDIA,0.0
17410.0,SOCIALMEDIA,0.0
13039.0,SOCIALMEDIAGOLD,0.0
18228.0,SOCIALMEDIA,0.0
19003.0,SOCIALMEDIA,0.0
17305.0,SOCIALMEDIA,0.0
18453.0,SOCIALMEDIA,0.0
16194.0,SOCIALMEDIA,0.0
4190.0,SOCIALMEDIA,0.0
15165.0,SOCIALMEDIA,0.0
2125.0,DATACALL,0.0
11146.0,DATAGOLD,0.0
10253.0,SOCIALMEDIA,0.0
2802.0,SOCIALMEDIAGOLD,0.0
19032.0,SOCIALMEDIA,0.0
17116.0,DATASILVER,0.0
11387.0,SOCIALMEDIAGOLD,0.0
6349.0,DATACALL,0.0
9448.0,DATAGOLD,0.0
11263.0,SOCIALMEDIA,0.0
3396.0,DATASILVER,0.0
1478.0,SOCIALMEDIA,0.0
18103.0,SOCIALMEDIA,0.0
16155.0,DATASILVER,0.0
7634.0,SOCIALMEDIA,0.0
14039.0,SOCIALMEDIA,0.0
9666.0,DATAGOLD,0.0
2190.0,SOCIALMEDIA,0.0
6193.0,SOCIALMEDIA,0.0
13310.0,DATASILVER,0.0
8543.0,DATASILVER,0.0
15871.0,SOCIALMEDIA,0.0
9008.0,DATASILVER,0.0
3296.0,DATAGOLD,0.0
19677.0,SOCIALMEDIA,0.0
10353.0,SOCIALMEDIA,0.0
5693.0,SOCIALMEDIAGOLD,0.0
5864.0,DATASILVER,0.0
11815.0,SOCIALMEDIA,0.0
5647.0,DATASILVER,0.0
10492.0,SOCIALMEDIAGOLD,0.0
4481.0,SOCIALMEDIA,0.0
1275.0,DATAGOLD,0.0
15329.0,SOCIALMEDIAGOLD,0.0
4269.0,SOCIALMEDIAGOLD,0.0
10336.0,SOCIALMEDIAGOLD,0.0
10269.0,SOCIALMEDIA,0.0
18823.0,SOCIALMEDIA,0.0
12680.0,DATASILVER,0.0
3317.0,SOCIALMEDIA,0.0
17489.0,DATASILVER,0.0
13950.0,DATAGOLD,0.0
4181.0,SOCIALMEDIA,0.0
10200.0,SOCIALMEDIA,0.0
12313.0,DATASILVER,0.0
12741.0,SOCIALMEDIA,0.0
2130.0,DATACALL,0.0
3534.0,DATAGOLD,0.0
2018.0,SOCIALMEDIA,0.0
16911.0,SOCIALMEDIA,0.0
6694.0,SOCIALMEDIA,0.0
14174.0,DATAGOLD,0.0
3542.0,SOCIALMEDIA,0.0
11177.0,SOCIALMEDIA,0.0
17171.0,DATACALL,0.0
14793.0,SOCIALMEDIA,0.0
12652.0,SOCIALMEDIA,0.0
12341.0,SOCIALMEDIA,0.0
14136.0,DATASILVER,0.0
7334.0,SOCIALMEDIA,0.0
19931.0,SOCIALMEDIA,0.0
15981.0,SOCIALMEDIAGOLD,0.0
7222.0,SOCIALMEDIAGOLD,0.0
7641.0,SOCIALMEDIA,0.0
19008.0,DATACALL,0.0
16041.0,SOCIALMEDIA,0.0
8004.0,SOCIALMEDIA,0.0
4309.0,DATASILVER,0.0
7775.0,DATAGOLD,0.0
5100.0,SOCIALMEDIA,0.0
11401.0,DATASILVER,0.0
13395.0,SOCIALMEDIA,0.0
9163.0,DATAGOLD,0.0
5856.0,SOCIALMEDIAGOLD,0.0
18835.0,DATACALL,0.0
5314.0,DATACALL,0.0
1409.0,SOCIALMEDIA,0.0
2677.0,DATACALL,0.0
13191.0,SOCIALMEDIA,0.0
8579.0,DATASILVER,0.0
6881.0,DATASILVER,0.0
19753.0,SOCIALMEDIA,0.0
10524.0,DATASILVER,0.0
4846.0,SOCIALMEDIAGOLD,0.0
14101.0,DATACALL,0.0
13427.0,DATASILVER,0.0
2391.0,SOCIALMEDIA,0.0
1500.0,SOCIALMEDIA,0.0
6361.0,SOCIALMEDIA,0.0
16083.0,SOCIALMEDIA,0.0
8774.0,DATASILVER,0.0
4841.0,SOCIALMEDIA,0.0
15193.0,SOCIALMEDIAGOLD,0.0
15990.0,SOCIALMEDIA,0.0
3926.0,DATAGOLD,0.0
13029.0,SOCIALMEDIA,0.0
13006.0,SOCIALMEDIA,0.0
18836.0,DATAGOLD,0.0
6162.0,SOCIALMEDIA,0.0
6076.0,DATASILVER,0.0
12960.0,DATAGOLD,0.0
11256.0,SOCIALMEDIAGOLD,0.0
7590.0,SOCIALMEDIA,0.0
6851.0,SOCIALMEDIAGOLD,0.0
6046.0,DATACALL,0.0
3423.0,SOCIALMEDIA,0.0
5495.0,DATASILVER,0.0
16892.0,DATAGOLD,0.0
15790.0,SOCIALMEDIA,0.0
14480.0,DATAGOLD,0.0
5006.0,SOCIALMEDIAGOLD,0.0
11242.0,SOCIALMEDIA,0.0
11871.0,DATACALL,0.0
11195.0,SOCIALMEDIA,0.0
15297.0,DATASILVER,0.0
10227.0,DATAGOLD,0.0
17433.0,SOCIALMEDIA,0.0
5630.0,SOCIALMEDIAGOLD,0.0
4231.0,SOCIALMEDIA,0.0
4977.0,SOCIALMEDIA,0.0
11138.0,SOCIALMEDIA,0.0
18801.0,DATAGOLD,0.0
18765.0,SOCIALMEDIAGOLD,0.0
2399.0,SOCIALMEDIAGOLD,0.0
14066.0,SOCIALMEDIAGOLD,0.0
2811.0,DATACALL,0.0
15619.0,DATAGOLD,0.0
5900.0,SOCIALMEDIA,0.0
6037.0,DATACALL,0.0
2354.0,DATAGOLD,0.0
12312.0,DATAGOLD,0.0
4392.0,SOCIALMEDIA,0.0
13284.0,DATASILVER,0.0
2756.0,DATAGOLD,0.0
12510.0,SOCIALMEDIA,0.0
4346.0,SOCIALMEDIA,0.0
4271.0,DATASILVER,0.0
14144.0,DATACALL,0.0
10936.0,SOCIALMEDIA,0.0
8255.0,SOCIALMEDIA,0.0
17664.0,DATAGOLD,0.0
13848.0,DATACALL,0.0
3208.0,SOCIALMEDIAGOLD,0.0
10815.0,DATACALL,0.0
5953.0,DATASILVER,0.0
4964.0,DATASILVER,0.0
8295.0,SOCIALMEDIA,0.0
10490.0,SOCIALMEDIA,0.0
16620.0,SOCIALMEDIAGOLD,0.0
17651.0,SOCIALMEDIA,0.0
8199.0,DATASILVER,0.0
6031.0,SOCIALMEDIA,0.0
11752.0,DATAGOLD,0.0
2029.0,SOCIALMEDIAGOLD,0.0
13114.0,SOCIALMEDIA,0.0
9048.0,SOCIALMEDIA,0.0
15613.0,SOCIALMEDIA,0.0
7643.0,SOCIALMEDIA,0.0
12111.0,SOCIALMEDIA,0.0
19233.0,SOCIALMEDIA,0.0
1163.0,SOCIALMEDIA,0.0
7257.0,SOCIALMEDIA,0.0
19680.0,SOCIALMEDIA,0.0
5224.0,DATACALL,0.0
4296.0,SOCIALMEDIA,0.0
13639.0,DATASILVER,0.0
15130.0,SOCIALMEDIAGOLD,0.0
3394.0,DATACALL,0.0
12046.0,DATASILVER,0.0
13717.0,SOCIALMEDIA,0.0
16633.0,SOCIALMEDIA,0.0
8371.0,DATASILVER,0.0
12809.0,SOCIALMEDIAGOLD,0.0
18916.0,SOCIALMEDIAGOLD,0.0
7372.0,SOCIALMEDIA,0.0
8348.0,DATACALL,0.0
16102.0,DATASILVER,0.0
3604.0,DATAGOLD,0.0
7931.0,SOCIALMEDIA,0.0
17574.0,DATACALL,0.0
16410.0,SOCIALMEDIA,0.0
14478.0,SOCIALMEDIA,0.0
18985.0,DATAGOLD,0.0
8552.0,SOCIALMEDIA,0.0
9129.0,SOCIALMEDIA,0.0
1660.0,DATACALL,0.0
17715.0,SOCIALMEDIA,0.0
4447.0,SOCIALMEDIA,0.0
15262.0,DATASILVER,0.0
15852.0,SOCIALMEDIA,0.0
18429.0,DATASILVER,0.0
16104.0,SOCIALMEDIA,0.0
4559.0,SOCIALMEDIA,0.0
19966.0,DATACALL,0.0
1647.0,SOCIALMEDIA,0.0
9215.0,SOCIALMEDIA,0.0
16729.0,DATASILVER,0.0
9358.0,DATACALL,0.0
5319.0,DATASILVER,0.0
10358.0,SOCIALMEDIA,0.0
1957.0,SOCIALMEDIA,0.0
18422.0,SOCIALMEDIA,0.0
16382.0,SOCIALMEDIA,0.0
1448.0,SOCIALMEDIA,0.0
4960.0,DATASILVER,0.0
1953.0,SOCIALMEDIA,0.0
16778.0,SOCIALMEDIA,0.0
11568.0,SOCIALMEDIA,0.0
12003.0,DATACALL,0.0
16087.0,DATASILVER,0.0
19386.0,SOCIALMEDIA,0.0
15204.0,DATACALL,0.0
16182.0,DATASILVER,0.0
17973.0,DATASILVER,0.0
10341.0,DATASILVER,0.0
4248.0,SOCIALMEDIAGOLD,0.0
