id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score,direction
8535,Visit,A%&l!one,?Sun~ny,3  PM  ,1,0,0,0,1,0,0
5969,Visit,&~?Alone,?~%!Sunny,4  PM  ,1,1,1,0,1,0,0
19609,Visit,Alon!e,Su?n!ny,7PM ,1,0,0,1,0,0,1
19973,Work,A !?%lone,&%&S&unny,7:00,1,0,0,1,0,17,1
3659,Work,??A!~lone,Sunny,6AM  ,1,1,0,1,0,12,1
17302,Work,A!!? lone,S?u&nny,6:00,1,1,1,0,1,0,0
19458,Work,Alo ne,Su?nny,6:00,1,0,0,1,0,0,1
2429,Work,&A??!lone,?Sun~ny,6:00,1,1,0,0,1,0,0
12427,Travel,Frie%nd(s),S%unny,12  AM  ,1,1,0,0,1,0,0
16505,Travel,Fr ie?&~nd(s),%S?u%nny,5  PM  ,1,1,0,0,1,3,0
18473,Travel,%F%~amily,S%!u~nny,8:00,1,1,0,0,1,2,0
17016,Travel,!&Fa%mily,Sun%ny,10  AM,1,1,0,0,1,0,0
5762,Travel,Family,S!?&~unny,12:00,1,0,0,0,1,0,0
6537,Visit,Alon?e,S%?~!unny,5 PM,1,0,0,1,0,2,1
1329,Visit,Alone,!Sun&ny,22:00,1,0,0,1,0,0,1
6687,Visit,Alone,S%u%~nny,10 PM ,1,0,0,1,0,0,1
10266,Work,&?%A lone,~&Sunny,6:00,1,1,1,0,1,3,0
17518,Work,Alo%&ne,Sunny,6:00,1,0,0,1,0,2,1
13314,Travel,%Frie nd(s),%S%u!nny,2  PM,1,1,0,0,1,15,0
2596,Travel,Fri ?end%(s),S!unny,18:00,1,1,0,0,1,8,0
7215,Travel,&A!% lone,??S!~unny,12:00,1,1,0,0,1,0,0
6855,Visit,Al%one,~?S?unny,5  PM  ,1,1,0,0,1,0,0
1347,Visit,Alo ne,Su?nny,21:00,1,1,1,0,1,0,0
4314,Visit,Alone,~?S!unny,9 PM  ,1,0,0,1,0,0,1
18631,Visit,%&Alone,Sunny,9 PM ,1,0,0,1,0,0,1
19039,Work,~!Alone,Sun&ny,6:00,1,1,1,0,1,0,0
13604,Work,Alone,Su~n?ny,6:00,1,1,1,0,1,10,0
8200,Work,~Al&?one,Su!nny,7:00,1,0,0,1,0,0,1
10837,Travel,A%%&?lone,~%&S&unny,10AM ,1,0,0,0,1,0,0
6722,Travel,Friend  (s),Su~n?ny,11:00,1,1,0,0,1,0,0
4384,Travel,Fri& %end(s),?%S%!unny,5PM ,1,1,0,0,1,0,0
10470,Travel,Friend(s),%&?~Sunny,14:00,1,0,0,0,1,0,0
18384,Travel,!?Al~one,Su~!nny,14:00,1,1,0,0,1,0,0
18049,Visit,&A?l!one,Sunny,3  PM,1,0,0,1,0,13,1
7519,Visit,~A?&%lone,S%~u%nny,5 PM,1,0,0,0,1,0,0
6758,Visit,Alo&?ne,Sunny,10PM ,1,1,1,0,1,0,0
17942,Visit,A lo?ne,Sun?~ny,3 PM  ,1,1,1,0,1,0,0
2721,Visit,%% !Alone,Sunny,19:00,1,0,0,1,0,0,1
6698,Visit,Al?~one,Su%nny,22:00,1,1,0,1,0,0,1
3008,Work,%Al?!one,&?S!%unny,6 AM ,1,1,0,1,0,0,1
6943,Work,% Alone,Su?nny,7:00,1,1,0,0,1,0,0
17049,Work,? Al&one,S?unny,6:00,1,1,1,0,1,0,0
5064,Work,Alone,Sunn~y,7AM  ,1,1,1,0,1,0,0
17643,Work,?Al!one,?S%%unny,6:00,1,0,0,1,0,18,1
8446,Work,Al?o!ne,&?S!%unny,6:00,1,1,0,0,1,16,0
4203,Travel,&!%Friend(s),!&Sunny,17:00,1,1,0,0,1,0,0
15548,Travel,Frie?n?d(s),Sunny,12:00,1,0,0,0,1,1,0
10297,Visit,Alo?ne,Sunny,22:00,1,1,1,0,1,0,0
2525,Visit, ?Al?one,Sun!ny,7PM ,1,0,0,1,0,1,1
3886,Work,%~?Alone,Su%nny,6AM  ,1,1,0,1,0,0,1
5504,Work,A&%l!one,~S%u%nny,6AM ,1,1,1,0,1,0,0
9630,Work,Al% ~one,S&u~nny,7 AM  ,1,1,1,0,1,0,0
15534,Work,?A!%lone,Su?~nny,6 AM  ,1,0,0,1,0,0,1
6236,Work,%&? Alone,Su!%&nny,7  AM ,1,1,0,0,1,0,0
12581,Travel,Friend(s),S%unny,8:00,1,1,0,0,1,18,0
12927,Travel,Fri !end(s),?!S?%unny,11:00,1,1,0,0,1,29,0
18969,Travel,Fa%?&mily,%S??unny,3 PM,1,0,0,0,1,0,0
6594,Visit,A~~!~lone,S?!~%unny,18:00,1,0,0,1,0,25,1
5513,Work,Alon~e,!~%S%unny,7  AM ,1,1,1,0,1,0,0
17078,Work,Al !?one,S%~unny,6:00,1,0,0,1,0,0,1
5052,Travel,Al&~?one,&~S~!unny,8 AM  ,1,0,0,0,1,37,0
9994,Travel,Fri%end(!s),Sunn%y,9 AM ,1,1,0,0,1,31,0
5047,Travel,Fr?iend(s),S~?&unny,12AM ,1,1,0,0,1,29,0
5352,Travel,Fr&ien%d(s),!&Su!nny,4  PM,1,1,0,0,1,33,0
17057,Travel,Frie~nd(s),S!unny,2PM,1,0,0,0,1,0,0
2538,Travel,A&?l one,Sunny,11:00,1,1,0,0,1,0,0
8296,Travel,%F&a~mily,Sunny,8 AM  ,1,0,0,0,1,0,0
17820,Travel,Fam?!ily,Su!n&ny,9:00,1,0,0,0,1,0,0
1855,Travel,&Fa!~!mily,~S!?!unny,8 AM ,1,1,0,0,1,0,0
8188,Travel, F?a!~mily,Sunn%y,13:00,1,0,0,0,1,35,0
19987,Travel,&F!a!&mily,Sunny,4 PM,1,0,0,0,1,0,0
7349,Travel, ~?F%amily,S?u&nny,3  PM ,1,1,0,0,1,0,0
7437,Travel,Fa% ~mily,?%Su%nny,10:00,1,1,0,0,1,1,0
19847,Travel,?F!~amily,&Su&%nny,8  AM,1,1,0,0,1,0,0
3771,Travel,Family,Sunn!y,10:00,1,1,0,0,1,42,0
1726,Travel,Fami? ly,??Sunny,1 PM,1,0,0,0,1,0,0
14922,Travel,F&a!mily,?S&unny,11  AM ,1,1,0,0,1,0,0
12836,Travel,Family,?&S!~unny,3 PM  ,1,1,0,0,1,0,0
6176,Visit,Alone,&~!S%unny,5 PM  ,1,1,0,0,1,42,0
7426,Visit,A~&&lone,????Sunny,16:00,1,0,0,1,0,0,1
18676,Visit,Al one,Sunny,6PM  ,1,0,0,0,1,34,0
15321,Visit,~Al~ one,?~S?&unny,21:00,1,1,1,0,1,0,0
2236,Visit,Alon!e,S~unny,18:00,1,0,0,1,0,39,1
6564,Visit,Al o~ne,~Su?nny,16:00,1,1,1,0,1,0,0
12119,Visit,Alone,S&unny,10 PM ,1,0,0,1,0,0,1
11595,Visit,Al !one,Sunny,8  PM,1,0,0,1,0,0,1
9293,Visit,Al!one,&S%%?unny,7 PM  ,1,1,0,1,0,0,1
8068,Work,!A lone,Sunny,7 AM ,1,0,0,1,0,0,1
4617,Work,A~l& one,!!%~Sunny,7:00,1,1,0,1,0,41,1
16462,Work,~!A%&lone,S!u~!nny,6:00,1,1,0,0,1,26,0
2559,Work,Al!one,S~unny,7:00,1,1,1,0,1,0,0
2033,Work,~A l%one,&!Sunny,7:00,1,1,1,0,1,0,0
16888,Work, Alo~ne,Sun?ny,7:00,1,0,0,1,0,25,1
17287,Work,Alone,~Sunny,7  AM,1,1,0,0,1,42,0
16273,Travel,Friend?(s),Sunny,10:00,1,1,0,0,1,0,0
13484,Travel,Friend(s),%S%?%unny,14:00,1,1,0,0,1,0,0
9576,Travel,Friend(s),Sunny,4PM  ,1,1,0,0,1,0,0
2134,Travel,Frien%d(s),%~%S&unny,12 AM  ,1,0,0,0,1,0,0
15311,Travel,Fa?m!ily,!~!&Sunny,10:00,1,0,0,0,1,0,0
17604,Travel,Fa~m~ily,S~??!unny,9  AM  ,1,0,0,0,1,0,0
13468,Travel,%~F~a?mily,&S~~?unny,10  AM  ,1,1,0,0,1,0,0
11609,Travel,Family,S!u&~nny,2 PM ,1,0,0,0,1,0,0
3873,Visit,Alone,?S!&unny,16:00,1,0,0,1,0,0,1
10627,Visit,?Alone,!~Su!nny,15:00,1,0,0,0,1,0,0
13459,Visit,A   !lone,Sunny,17:00,1,0,0,1,0,18,1
17878,Visit,A%~ %lone,%S!unny,17:00,1,1,1,0,1,0,0
11036,Visit,Al?one,Sunny,22:00,1,0,0,1,0,0,1
6908,Visit,A?l?one,Sunny,19:00,1,0,0,1,0,0,1
7365,Work,Alone,S&~!?unny,6:00,1,0,0,1,0,0,1
13187,Work,Al  %one,!&S~unny,7:00,1,1,0,1,0,0,1
8790,Work,?Alone,Sun~?ny,7AM,1,1,1,0,1,0,0
13363,Work, A&?%lone,S&!%~unny,6:00,1,0,0,1,0,0,1
10942,Work,?Alone,Sunny,6:00,1,1,0,0,1,19,0
16178,Travel,Alo~ne,&S&?%unny,8  AM ,1,0,0,0,1,10,0
13469,Travel,F& rie&nd(s),?&~Sunny,8:00,1,1,0,0,1,0,0
1502,Travel,&Frie!nd(s),S!~%%unny,18:00,1,1,0,0,1,13,0
1778,Travel,Friend!&(s),Sun!%ny,13:00,1,0,0,0,1,0,0
19175,Travel,?Alone,S?unny,14:00,1,1,0,0,1,0,0
19296,Visit,Alone,Sunny,4  PM ,1,1,0,0,1,0,0
18063,Visit,Al&one,Sunny,4PM,1,0,0,0,1,0,0
16414,Visit,Alone,Sunny,19:00,1,1,1,0,1,0,0
10056,Visit, A!l?one,Sunny,17:00,1,0,0,1,0,0,1
16474,Visit,Alone,S~u~%nny,10  PM  ,1,0,0,1,0,0,1
18635,Work,Al%one,S~u%nny,7AM ,1,1,0,0,1,0,0
13181,Work,A%!lone,Sunny,6:00,1,0,0,1,0,0,1
14460,Work,%Al!one,Sunny,6AM ,1,1,0,0,1,0,0
1870,Travel,Frie nd(s),Su?nny,10:00,1,1,0,0,1,0,0
18894,Travel, Fri%&end(s),&&~S!unny,11:00,1,1,0,0,1,0,0
10913,Travel,%Fri&e%nd(s),S~un~ny,3  PM,1,1,0,0,1,0,0
1742,Travel,F&r!i~%end(s),S~unny,1 PM,1,0,0,0,1,0,0
4696,Travel,%A?l!one,&~S~~unny,2 PM  ,1,1,0,0,1,0,0
11704,Visit,Alo &ne,Sunny,18:00,1,1,0,0,1,0,0
7894,Visit,Alone,Su&nny,22:00,1,1,1,0,1,11,0
19997,Visit,A  l!one,Sun~ny,15:00,1,0,0,1,0,11,1
7496,Visit,Alone,S~??~unny,22:00,1,0,0,1,0,13,1
8448,Visit,Alon%e,S~u~~nny,7 PM  ,1,0,0,1,0,0,1
10026,Work,Alo%&ne,Sunny,6 AM,1,1,1,0,1,0,0
8821,Work,?A?l%one,%~S?unny,7:00,1,1,1,0,1,0,0
12710,Work,&~?Alone,Sunn!y,6  AM ,1,0,0,1,0,0,1
11014,Travel,Friend(s),Sun~&ny,12:00,1,1,0,0,1,6,0
11087,Visit,?A &~lone,Sun%ny,7PM,1,1,1,0,1,5,0
4143,Visit,Al~one,Sun!ny,15:00,1,0,0,1,0,0,1
1905,Visit,%?Al&one,Sun&&ny,21:00,1,0,0,1,0,0,1
17772,Work,%Alone,?S~%&unny,6AM  ,1,1,1,0,1,0,0
6286,Travel,Frien&d(s),Su~%nny,8  AM ,1,1,0,0,1,0,0
17750,Travel,Friend(s),Sunny,17:00,1,1,0,0,1,14,0
12486,Travel,Fri%e?%nd(s),%~S?!unny,12:00,1,0,0,0,1,0,0
16376,Travel,%Fam !ily,??&Sunny,10:00,1,0,0,0,1,0,0
5038,Travel,Fa~m%~ily,S!unny,8  AM  ,1,1,0,0,1,0,0
14306,Travel,Family,Sunny,13:00,1,0,0,0,1,0,0
16239,Travel,~!~F~amily,Su!nny,15:00,1,0,0,0,1,0,0
19428,Travel,Fami! ly,?%%Sunny,5  PM  ,1,1,0,0,1,0,0
13408,Visit,Alone,Sunny,21:00,1,0,0,1,0,0,1
10008,Work,Alo~&ne,%Su!nny,7  AM,1,0,0,1,0,0,1
13709,Work, A!lone,S~??unny,6:00,1,1,0,1,0,12,1
17140,Work, A&l%one,Sunny,6:00,1,1,0,0,1,0,0
15098,Visit,A~lo ne,Sunny,8 PM  ,1,1,1,0,1,15,0
11251,Visit,&A%&~lone,~?!S?unny,8  PM ,1,0,0,1,0,0,1
9320,Work,Alo?ne,S!un!ny,6:00,1,1,1,0,1,0,0
19658,Work,&Alone,S%u?nny,7:00,1,1,1,0,1,0,0
9383,Work,?!A~lone,!S&u%nny,7AM,1,0,0,1,0,0,1
15126,Travel,Friend(%s),~?&?Sunny,6 PM,1,1,0,0,1,0,0
5784,Work,A%lo&ne,Su?nny,7:00,1,0,0,1,0,0,1
8017,Travel,Friend(%s),Sunny,9 AM,1,1,0,0,1,0,0
9989,Travel,Friend(s),??~S%unny,17:00,1,1,0,0,1,14,0
6269,Travel,?Fr%iend~(s),S?!unny,1PM ,1,0,0,0,1,14,0
13188,Travel,Family,Sunny,14:00,1,0,0,0,1,16,0
11621,Travel,F& a?&mily,Sunny,11:00,1,1,0,0,1,12,0
4571,Work,Alon?e,Sun~%ny,6  AM,1,0,0,1,0,0,1
9517,Work,!?A!?lone,&Sunny,6:00,1,1,0,1,0,0,1
6061,Work,?%Alone,Sunny,6  AM ,1,1,1,0,1,0,0
10438,Travel,Frie!&nd%(s),%Sunny,16:00,1,1,0,0,1,4,0
17782,Travel,Friend(s?),Sunny,10 AM ,1,1,0,0,1,0,0
14692,Travel,Friend(s),Sun&!ny,11:00,1,1,0,0,1,0,0
10779,Travel,Fr~iend%(s),%&Sunny,4  PM,1,1,0,0,1,0,0
17567,Travel,Fr !iend(s),%Sun%ny,11:00,1,0,0,0,1,0,0
10887,Travel,Fam &ily,!&&%Sunny,9:00,1,1,0,0,1,0,0
1662,Travel,Fa& mily,!S%&?unny,9 AM,1,1,0,0,1,0,0
17531,Travel,Fa&mily,S?u!nny,11AM ,1,1,0,0,1,17,0
9534,Travel,F!a?mily,S!%unny,5  PM  ,1,1,0,0,1,0,0
13630,Visit,A! ~&lone,Sunny,15:00,1,0,0,1,0,11,1
15037,Visit,Alo&?ne,&Su~nny,4PM ,1,0,0,0,1,0,0
3216,Visit, Alone,Su&!nny,3PM,1,0,0,1,0,17,1
3485,Visit,Alone,&Sunny,20:00,1,0,0,1,0,15,1
3713,Work,Alo~?ne,Su%~~nny,6AM,1,0,0,1,0,19,1
16480,Work,A?!~ lone,??S~unny,6:00,1,1,0,1,0,0,1
3931,Work,Alo!&ne,Su?n%ny,6  AM ,1,1,1,0,1,15,0
18669,Work,Alone,Sunny,6:00,1,0,0,1,0,0,1
12058,Work,A~~?lone,~Su?nny,7AM,1,1,0,0,1,0,0
1755,Travel,?Fr~i?end(s),&S&!unny,8  AM,1,1,0,0,1,4,0
15601,Travel,Friend?(s),&S?&&unny,11AM,1,1,0,0,1,0,0
8001,Travel,?Friend(s),Sun&!ny,3PM,1,1,0,0,1,0,0
14362,Travel,Family,S%u%&nny,8 AM ,1,0,0,0,1,0,0
9394,Travel,!!Fam&ily,Sun!ny,9 AM  ,1,0,0,0,1,0,0
18648,Travel,Family,!&S?%unny,8:00,1,1,0,0,1,0,0
6334,Travel,F%!a?mily,~S!!~unny,2PM,1,0,0,0,1,5,0
7085,Travel,F!am ~ily,Sunny,6  PM ,1,0,0,0,1,0,0
6464,Travel,Famil~y,S%unny,18:00,1,1,0,0,1,0,0
15395,Visit,Alon?e,Su?nny,5  PM,1,0,0,0,1,0,0
15689,Visit,Al!o&ne,S!%!~unny,15:00,1,0,0,1,0,0,1
16615,Visit,%!A~?lone,Su~&%nny,10PM ,1,0,0,1,0,0,1
19675,Visit,?~Alone,&S&u~nny,20:00,1,0,0,1,0,3,1
19436,Work,?&%!Alone,Sunny,6:00,1,0,0,1,0,4,1
6496,Work,Alo&&ne,!Sun&ny,7  AM,1,1,0,1,0,3,1
10512,Work,A~lo!ne,Sunny,6:00,1,1,1,0,1,3,0
15322,Work,Al~one,S&%u%nny,6 AM  ,1,0,0,1,0,0,1
6683,Travel,F%rie%n~d(s),S?u~nny,12AM  ,1,1,0,0,1,0,0
15199,Travel,Friend(s),&?%Sunny,3PM,1,1,0,0,1,0,0
15287,Travel,?!Family,%&~Sunny,18:00,1,0,0,0,1,13,0
6143,Visit,?Alone,~S%!~unny,18:00,1,0,0,1,0,15,1
16472,Visit,Alone,!!~%Sunny,22:00,1,0,0,1,0,12,1
13171,Visit,&A%~?lone,Sunny,21:00,1,0,0,1,0,0,1
3015,Work,Alo&ne,%S!%~unny,7:00,1,1,1,0,1,0,0
16988,Work,Al!one,?&S%unny,7 AM  ,1,0,0,1,0,0,1
4568,Travel,~%Fr i~end(s),&S!?~unny,14:00,1,1,0,0,1,0,0
15011,Travel,Family,S!&!?unny,8:00,1,0,0,0,1,0,0
8450,Travel,Family,&S&unny,10:00,1,1,0,0,1,0,0
9360,Travel,Fa mily,S!un?ny,12:00,1,0,0,0,1,0,0
5142,Travel,Fam %ily,Sunny,5PM  ,1,0,0,0,1,5,0
2457,Visit,Alo~!ne,&!S%?unny,3 PM ,1,0,0,1,0,0,1
4914,Visit,A ?l!one,S?~&unny,3  PM,1,0,0,0,1,0,0
17659,Visit,Al&one,S!%u~nny,17:00,1,0,0,1,0,0,1
13847,Visit,Al?&one,%Sunny,17:00,1,1,1,0,1,0,0
14125,Visit,Alone,S&?u!nny,7  PM,1,0,0,1,0,0,1
4507,Work,Alo!ne,?!Sunny,6AM ,1,1,0,1,0,6,1
1188,Work,? A!%lone,%!Sunny,7AM  ,1,1,1,0,1,0,0
5033,Work,Al?one,Su~nny,6 AM ,1,0,0,1,0,4,1
12748,Work,%A! %lone,Sunny,6  AM,1,1,0,0,1,3,0
6613,Travel,Friend(~s),Su&n%ny,10AM  ,1,1,0,0,1,10,0
11011,Travel,%Frie&n?&d(s),S??!unny,2PM ,1,1,0,0,1,0,0
4498,Travel,Friend(s),%S!&%unny,5  PM ,1,1,0,0,1,12,0
13308,Travel, %Fa&~mily,Sunny,9:00,1,0,0,0,1,8,0
6824,Travel,%Fam??ily,Sunny,6  PM,1,0,0,0,1,0,0
3099,Visit,&&!&Alone,S~!u&nny,16:00,1,0,0,1,0,0,1
7979,Visit,Alo ne,&~??Sunny,19:00,1,0,0,1,0,0,1
17124,Visit,Alone,Sunny,7 PM,1,0,0,1,0,0,1
14496,Work,&A!lone,S%u!nny,6:00,1,1,0,1,0,0,1
2409,Work,Alo?~ne,%S??~unny,7 AM ,1,0,0,1,0,8,1
4670,Travel,A ~?lone,Sunny,9:00,1,0,0,0,1,0,0
13319,Travel,Friend(~s),Sunny,8 AM ,1,1,0,0,1,0,0
1719,Travel,F~ riend(s),!??S&unny,12 AM  ,1,1,0,0,1,13,0
12338,Travel,Frien d(s),?!Su%nny,5PM,1,1,0,0,1,0,0
6424,Travel,Friend(s),?!%S~unny,11AM ,1,0,0,0,1,13,0
9336,Visit,~!A!!lone,S~u&!nny,4 PM  ,1,0,0,1,0,16,1
1085,Visit,Alone,!S?u?nny,6PM ,1,0,0,0,1,12,0
4536,Visit,Alone,Sunny,21:00,1,1,1,0,1,12,0
12310,Visit,~?A~~lone,Su~&nny,15:00,1,0,0,1,0,11,1
11959,Visit,Alone,!Su%nny,5 PM  ,1,1,1,0,1,0,0
7518,Visit,&!& Alone,Sunny,8  PM,1,0,0,1,0,0,1
17346,Visit,~Al&one,Sunny,22:00,1,1,0,1,0,13,1
9406,Work,~?%Alone,Sunny,6:00,1,1,0,0,1,9,0
11711,Work,A % lone,S&unny,6  AM ,1,1,1,0,1,0,0
3609,Work,A lone,&~&~Sunny,7:00,1,0,0,1,0,13,1
17268,Travel,%Alone,Sun&ny,8AM,1,0,0,0,1,0,0
17559,Travel,F~riend(s),Sunny,12:00,1,1,0,0,1,0,0
5400,Travel,%~Fri en?d(s),~Sun?ny,15:00,1,1,0,0,1,0,0
6096,Travel,%&Fr%ien d(s),S%?unny,13:00,1,0,0,0,1,0,0
15435,Travel,?F! %amily,%&Sunny,8 AM,1,0,0,0,1,13,0
2469,Travel,Family,Su!nny,8:00,1,0,0,0,1,8,0
14440,Travel,Famil y,&%!&Sunny,9:00,1,1,0,0,1,8,0
5575,Travel,Fa&!?mily,S?~?!unny,16:00,1,0,0,0,1,11,0
1786,Travel,&Fami!ly,&?S?~unny,5  PM,1,1,0,0,1,8,0
2600,Visit,? %Alone,~S!?&unny,4  PM  ,1,0,0,1,0,10,1
1793,Visit,A~? ?lone,Sunny,16:00,1,0,0,1,0,12,1
3185,Visit,A  !&lone,S?%%%unny,8  PM  ,1,0,0,1,0,0,1
15342,Visit,Alone,!!S!unny,7 PM  ,1,0,0,1,0,9,1
9001,Work,A&lo ne,Sunny,7:00,1,1,1,0,1,11,0
16977,Work,Al!~one,S%un!ny,7:00,1,0,0,1,0,0,1
3024,Work,A?lone,Sun~~ny,7:00,1,1,0,0,1,0,0
10489,Travel,F riend(s),Su?nny,8:00,1,1,0,0,1,24,0
9515,Travel,F%riend( s),Sunny,12:00,1,1,0,0,1,15,0
5389,Travel,Friend(s),%?%&Sunny,4PM,1,1,0,0,1,0,0
7790,Travel,Frien d(s),?%Su&nny,13:00,1,0,0,0,1,0,0
10338,Visit,Alon%e,Sunny,3PM  ,1,0,0,1,0,0,1
15070,Visit,?Al !one,!S%u&nny,15:00,1,0,0,1,0,0,1
17994,Work,Alone,&!~&Sunny,7  AM ,1,0,0,1,0,0,1
5221,Work,Alone,Su!n&ny,6  AM,1,1,0,1,0,0,1
19671,Work,Alone,Sunny,7 AM,1,1,1,0,1,0,0
1762,Work, A&&?lone,Sunny,6:00,1,0,0,1,0,0,1
8954,Travel,Fr ie?!n d(s),S~%unny,15:00,1,1,0,0,1,1,0
1463,Travel,Frie~%n!d(s),Sun%ny,12 AM,1,0,0,0,1,0,0
12024,Visit,Alone,Su?&!nny,7 PM,1,1,1,0,1,0,0
4019,Visit,Alone,Sun~ny,5PM ,1,0,0,1,0,0,1
9655,Visit,!Alone,Su!!~nny,7  PM,1,0,0,1,0,0,1
8921,Work, ?Al one,~S~!&unny,6:00,1,0,0,1,0,0,1
16969,Travel,A&lone,Sunny,9AM,1,0,0,0,1,0,0
12086,Work,Al~one,Sunny,6  AM  ,1,0,0,1,0,3,1
7471,Travel,Alone,?%?~Sunny,8AM ,1,0,0,0,1,2,0
19219,Visit,%A ~lone,Su?nny,20:00,1,0,0,1,0,0,1
2671,Work,~A%lone,S~~%&unny,7  AM ,1,1,1,0,1,0,0
7023,Travel,A~lone,?Su~nny,9AM  ,1,0,0,0,1,11,0
12853,Travel, F%rien& d(s),!Sunny,1  PM,1,1,0,0,1,0,0
1030,Travel,Frie!nd(s),Sunny,4  PM,1,1,0,0,1,9,0
12645,Travel,F??a&&mily,S&&unny,17:00,1,0,0,0,1,0,0
18702,Visit,Alone,~S~%unny,16:00,1,0,0,1,0,10,1
8002,Visit,Alone,~Sunny,9 PM,1,0,0,1,0,0,1
9923,Visit,Alone,S~un?ny,10 PM,1,1,1,0,1,0,0
7844,Visit,&Al??one,?Su%&nny,19:00,1,0,0,1,0,0,1
3425,Work, Alo ne,!Su&nny,7:00,1,0,0,1,0,7,1
3062,Travel,&!Frie%n!d(s),?Sun&ny,8AM ,1,1,0,0,1,0,0
19239,Travel,F %rie?&nd(s),S&u&nny,14:00,1,1,0,0,1,9,0
17050,Travel,!F&?rie%nd(s),~Sunny,3 PM ,1,1,0,0,1,0,0
18030,Travel,F%!?ri?end(s),%Sunny,14:00,1,0,0,0,1,7,0
15716,Travel,Family,Sunny,9 AM,1,1,0,0,1,0,0
5626,Travel,Family,&Su!nny,10:00,1,1,0,0,1,9,0
6290,Travel,Fami??ly,Sunny,2  PM,1,0,0,0,1,6,0
3454,Travel,!?&Fa!mily,Sunny,6  PM  ,1,1,0,0,1,0,0
5978,Visit,~Alone,Sun?ny,18:00,1,0,0,1,0,0,1
11510,Visit,A&lo%ne,Sunn~y,3PM,1,0,0,0,1,0,0
19690,Visit,Alo?!ne,~~S~!unny,18:00,1,0,0,1,0,8,1
13760,Visit, !A~~lone,!Sun?ny,18:00,1,1,1,0,1,10,0
14706,Visit,A%lo&ne,&Sunny,8  PM,1,0,0,1,0,7,1
16373,Visit,?&Alone,S!%u%nny,9  PM  ,1,0,0,1,0,0,1
19760,Work,Alo~ne,S&!~~unny,6:00,1,0,0,1,0,8,1
13141,Work,Alone,!&~&Sunny,7:00,1,1,0,1,0,7,1
6340,Work,A?!lone,Sun~ny,7AM  ,1,1,1,0,1,0,0
13690,Work,Alone,Sunny,6 AM,1,1,0,0,1,10,0
12136,Visit,Alone,~!Sunny,22:00,1,0,0,1,0,0,1
11782,Visit,Al~!%one,S!u?~nny,19:00,1,0,0,1,0,0,1
10731,Work,&A!!&lone,Sunny,7 AM ,1,0,0,1,0,0,1
14562,Work,Al!o~ne,S%un~ny,7  AM ,1,1,0,1,0,4,1
12683,Work,%Al~&one,S%u%?nny,6  AM  ,1,0,0,1,0,0,1
11652,Travel,&Alo~ne,S%!%!unny,8:00,1,0,0,0,1,12,0
17746,Travel,?Friend(s),Su%~&nny,9 AM  ,1,1,0,0,1,0,0
1650,Travel,Friend(s),Sunny,1  PM ,1,1,0,0,1,25,0
12066,Travel,~F~r?iend(s),&?Su~nny,16:00,1,1,0,0,1,0,0
9685,Travel,Fr ~iend&(s),!S&unny,12AM ,1,0,0,0,1,13,0
7478,Travel,!~A%~lone,%S%unny,14:00,1,1,0,0,1,0,0
2702,Visit,Alone,Sunn?y,4 PM ,1,0,0,0,1,0,0
2317,Visit,A%???lone,Sunn&y,19:00,1,1,1,0,1,25,0
8101,Visit,Al?~?one,~?Su~nny,5 PM  ,1,0,0,1,0,24,1
15132,Visit,Alon e,S%u%%nny,22:00,1,0,0,1,0,16,1
15187,Visit,Al one,S?!~&unny,22:00,1,0,0,1,0,0,1
19796,Visit,Alone,%Sunny,9 PM ,1,1,0,1,0,0,1
6146,Work,!A%&lone,Sunny,7  AM,1,0,0,1,0,0,1
1605,Work,Al!!one,Su!n~ny,6:00,1,1,0,1,0,0,1
19521,Work,?A!lone,?%S?unny,6AM ,1,1,1,0,1,0,0
13991,Work,A%l!one,S&unny,6:00,1,1,1,0,1,0,0
10923,Work,Al%~one,Sunny,6  AM,1,0,0,1,0,0,1
16144,Work,Al~one,Sunny,6  AM  ,1,1,0,0,1,0,0
5202,Travel,  &~Alone,%S&unny,8:00,1,0,0,0,1,0,0
14551,Travel,!Fri%en%d(s),??!Sunny,10:00,1,1,0,0,1,0,0
4335,Travel,Friend~(s),!Sunny,11AM,1,1,0,0,1,0,0
17341,Travel,F ~riend?(s),Su~n~ny,18:00,1,1,0,0,1,0,0
3715,Visit,Alo%ne,%S?~!unny,15:00,1,0,0,1,0,0,1
6669,Visit,%Alone,Su~?!nny,4PM  ,1,0,0,0,1,14,0
19168,Visit,Alone,&Su&nny,5PM,1,0,0,1,0,0,1
15731,Visit,&A&lone,Sunny,22:00,1,0,0,1,0,0,1
12158,Work,Alon e,Su&&nny,7:00,1,0,0,1,0,0,1
12689,Work,Alon e,~Sunny,6:00,1,1,0,0,1,0,0
19354,Work,A?!lone,S&!unny,6:00,1,1,1,0,1,0,0
13110,Work,Alo~ne,?S?unny,7  AM ,1,1,1,0,1,21,0
14588,Work,Alone,S!unny,6 AM  ,1,0,0,1,0,0,1
17964,Work,!A?!?lone,Sunny,6  AM,1,1,0,0,1,0,0
2258,Travel,Alo%%ne,S?u!~nny,10  AM ,1,0,0,0,1,0,0
14786,Travel,Fr~i? end(s),Sunny,8AM  ,1,1,0,0,1,0,0
1000,Travel,F%rien~!d(s),Sunny,12  AM,1,1,0,0,1,0,0
